"","PSAvC","PSAvPSO"
"A_32_P166422",0,0
"A_32_P166467",0,0
"A_32_P166480",0,0
"A_32_P166540",0,0
"A_32_P166598",0,0
"A_32_P16662",0,0
"A_32_P166653",0,0
"A_32_P166693",0,0
"A_32_P166733",0,0
"A_32_P166760",0,0
"A_32_P166921",0,0
"A_32_P16699",0,0
"A_32_P167000",0,0
"A_32_P167017",0,0
"A_32_P167076",0,0
"A_32_P167082",0,0
"A_32_P167103",0,0
"A_32_P167111",0,0
"A_32_P167122",0,0
"A_32_P167148",0,0
"A_32_P167176",-1,0
"A_32_P167208",0,0
"A_32_P167212",0,0
"A_32_P167239",0,0
"A_32_P167278",0,0
"A_32_P167352",0,0
"A_32_P16736",0,0
"A_32_P167396",1,0
"A_32_P167459",0,0
"A_32_P16747",1,0
"A_32_P167471",0,0
"A_32_P167493",0,0
"A_32_P167511",0,0
"A_32_P167577",0,0
"A_32_P167592",0,0
"A_32_P167604",0,0
"A_32_P167631",0,0
"A_32_P167705",0,0
"A_32_P167723",0,0
"A_32_P167761",0,0
"A_32_P167791",0,0
"A_32_P167825",0,0
"A_32_P167856",0,0
"A_32_P167883",-1,-1
"A_32_P167904",0,0
"A_32_P168053",0,0
"A_32_P168126",0,0
"A_32_P16816",0,0
"A_32_P168194",0,0
"A_32_P168202",0,0
"A_32_P168247",1,0
"A_32_P168326",0,0
"A_32_P168342",0,0
"A_32_P168349",0,0
"A_32_P168375",0,0
"A_32_P168388",0,0
"A_32_P168431",0,0
"A_32_P168442",0,0
"A_32_P168464",0,0
"A_32_P16848",0,0
"A_32_P168503",0,0
"A_32_P16854",0,0
"A_32_P168561",0,0
"A_32_P168605",0,0
"A_32_P168660",0,0
"A_32_P168670",0,0
"A_32_P168701",0,0
"A_32_P168727",0,0
"A_32_P168756",0,0
"A_32_P168812",0,0
"A_32_P168853",-1,0
"A_32_P168886",0,0
"A_32_P168973",0,0
"A_32_P169003",0,0
"A_32_P169091",0,0
"A_32_P169114",0,0
"A_32_P169131",0,0
"A_32_P169142",0,0
"A_32_P169179",0,0
"A_32_P16918",0,0
"A_32_P169222",-1,0
"A_32_P169243",0,0
"A_32_P16931",0,0
"A_32_P169316",0,0
"A_32_P169353",0,0
"A_32_P169383",0,0
"A_32_P169406",0,0
"A_32_P169455",0,0
"A_32_P169491",0,0
"A_32_P169500",0,0
"A_32_P169505",0,0
"A_32_P169521",0,0
"A_32_P16954",0,0
"A_32_P169550",0,0
"A_32_P169574",0,0
"A_32_P169679",0,0
"A_32_P169688",0,0
"A_32_P169692",0,0
"A_32_P169696",0,0
"A_32_P169735",0,0
"A_32_P16975",0,0
"A_32_P169754",0,0
"A_32_P169774",0,0
"A_32_P169785",0,0
"A_32_P169831",0,0
"A_32_P169847",0,0
"A_32_P16989",0,0
"A_32_P169906",0,0
"A_32_P169915",0,0
"A_32_P170003",0,0
"A_32_P1701",0,0
"A_32_P170104",0,0
"A_32_P170178",0,0
"A_32_P170206",0,0
"A_32_P170368",0,0
"A_32_P170397",0,0
"A_32_P170406",0,0
"A_32_P170436",0,0
"A_32_P170444",0,0
"A_32_P170454",0,0
"A_32_P170481",0,0
"A_32_P170512",0,0
"A_32_P170547",0,0
"A_32_P170564",0,0
"A_32_P170621",0,0
"A_32_P170664",0,0
"A_32_P170736",0,0
"A_32_P170749",0,-1
"A_32_P170759",0,0
"A_32_P170800",0,0
"A_32_P170811",-1,-1
"A_32_P170814",0,0
"A_32_P170847",0,0
"A_32_P170879",0,0
"A_32_P170888",0,0
"A_32_P170895",0,0
"A_32_P170905",0,0
"A_32_P170925",0,0
"A_32_P170997",0,0
"A_32_P171043",0,0
"A_32_P171061",0,0
"A_32_P171124",0,0
"A_32_P171143",0,0
"A_32_P171152",0,0
"A_32_P171181",0,0
"A_32_P171185",0,0
"A_32_P1712",0,0
"A_32_P171200",0,0
"A_32_P171220",0,0
"A_32_P171225",0,0
"A_32_P171232",0,0
"A_32_P171253",0,0
"A_32_P171309",0,0
"A_32_P171313",0,0
"A_32_P171328",0,0
"A_32_P17133",0,0
"A_32_P171348",0,0
"A_32_P171386",0,0
"A_32_P171427",0,0
"A_32_P17145",0,0
"A_32_P171488",0,0
"A_32_P171530",0,0
"A_32_P171571",0,0
"A_32_P17163",0,0
"A_32_P171695",0,0
"A_32_P171747",0,0
"A_32_P171790",0,0
"A_32_P171793",0,0
"A_32_P17182",0,0
"A_32_P171856",0,0
"A_32_P171903",0,0
"A_32_P171921",0,0
"A_32_P171923",0,0
"A_32_P171942",0,0
"A_32_P171984",0,0
"A_32_P172002",0,0
"A_32_P172114",0,0
"A_32_P172141",0,0
"A_32_P172188",0,0
"A_32_P17219",0,0
"A_32_P172198",1,0
"A_32_P172215",0,0
"A_32_P172298",0,0
"A_32_P172320",0,0
"A_32_P172339",0,0
"A_32_P172453",0,0
"A_32_P172509",0,0
"A_32_P17253",0,0
"A_32_P172534",0,0
"A_32_P172545",0,0
"A_32_P172578",0,0
"A_32_P172608",0,0
"A_32_P172626",0,0
"A_32_P172698",0,0
"A_32_P172716",0,0
"A_32_P172755",0,0
"A_32_P172779",0,0
"A_32_P172803",0,0
"A_32_P172848",0,0
"A_32_P172864",0,0
"A_32_P172882",0,0
"A_32_P172917",0,0
"A_32_P172920",0,0
"A_32_P173023",0,0
"A_32_P173058",0,0
"A_32_P173114",0,0
"A_32_P173122",0,0
"A_32_P173177",0,0
"A_32_P173227",0,0
"A_32_P173298",0,0
"A_32_P173357",0,0
"A_32_P173385",1,0
"A_32_P17343",0,0
"A_32_P173439",0,0
"A_32_P173447",0,0
"A_32_P173481",0,0
"A_32_P173571",0,0
"A_32_P173582",0,0
"A_32_P17364",0,0
"A_32_P173662",0,0
"A_32_P173744",0,0
"A_32_P173862",0,0
"A_32_P173922",0,0
"A_32_P173939",0,0
"A_32_P173955",0,0
"A_32_P1740",0,0
"A_32_P174025",0,0
"A_32_P174040",0,0
"A_32_P174083",0,0
"A_32_P174110",0,0
"A_32_P174121",0,0
"A_32_P174130",0,0
"A_32_P174151",0,-1
"A_32_P174156",0,0
"A_32_P17416",0,0
"A_32_P174164",0,0
"A_32_P174214",0,0
"A_32_P174223",0,0
"A_32_P174258",0,0
"A_32_P174285",0,0
"A_32_P174292",0,0
"A_32_P174303",0,0
"A_32_P174365",0,0
"A_32_P174374",0,0
"A_32_P174385",0,0
"A_32_P17439",0,0
"A_32_P174398",0,0
"A_32_P174426",0,0
"A_32_P174441",0,0
"A_32_P174572",0,0
"A_32_P174629",0,0
"A_32_P174680",0,0
"A_32_P174693",0,0
"A_32_P174713",0,0
"A_32_P174790",0,0
"A_32_P174805",0,0
"A_32_P174832",0,0
"A_32_P17484",0,0
"A_32_P174874",0,0
"A_32_P174905",0,0
"A_32_P174908",0,0
"A_32_P174978",0,0
"A_32_P174999",0,0
"A_32_P17504",0,0
"A_32_P175042",0,0
"A_32_P175077",0,-1
"A_32_P175098",0,0
"A_32_P1751",0,0
"A_32_P175125",0,0
"A_32_P175166",0,0
"A_32_P175183",0,0
"A_32_P175198",0,0
"A_32_P17525",0,0
"A_32_P175282",0,0
"A_32_P175301",0,0
"A_32_P175313",0,0
"A_32_P175321",0,0
"A_32_P175349",0,0
"A_32_P175462",0,0
"A_32_P175539",0,0
"A_32_P175557",0,0
"A_32_P175567",0,0
"A_32_P175580",1,0
"A_32_P175667",0,0
"A_32_P175674",0,0
"A_32_P175683",0,0
"A_32_P175715",0,0
"A_32_P175739",0,0
"A_32_P175751",0,0
"A_32_P17577",0,0
"A_32_P175785",0,0
"A_32_P175799",0,0
"A_32_P175864",0,0
"A_32_P175881",0,0
"A_32_P175900",0,0
"A_32_P175934",0,0
"A_32_P175935",0,0
"A_32_P175957",0,0
"A_32_P175979",0,0
"A_32_P175991",0,0
"A_32_P176018",0,0
"A_32_P176036",0,0
"A_32_P176066",0,0
"A_32_P17615",0,0
"A_32_P176174",0,0
"A_32_P176200",0,0
"A_32_P176344",0,1
"A_32_P17635",0,0
"A_32_P176550",0,0
"A_32_P176594",0,0
"A_32_P176609",0,-1
"A_32_P176675",0,0
"A_32_P176701",0,0
"A_32_P17672",0,0
"A_32_P176790",0,0
"A_32_P176819",1,0
"A_32_P176902",0,0
"A_32_P176911",0,0
"A_32_P176956",0,0
"A_32_P177024",0,0
"A_32_P177040",0,0
"A_32_P177097",0,0
"A_32_P177124",0,0
"A_32_P1772",0,0
"A_32_P177267",0,0
"A_32_P177300",0,0
"A_32_P17743",0,0
"A_32_P177477",-1,0
"A_32_P177500",0,0
"A_32_P177522",0,0
"A_32_P177539",0,0
"A_32_P177595",0,0
"A_32_P17765",0,0
"A_32_P177667",0,0
"A_32_P177685",0,0
"A_32_P177725",-1,0
"A_32_P177741",0,0
"A_32_P177750",0,0
"A_32_P177797",0,0
"A_32_P177829",0,0
"A_32_P177843",0,0
"A_32_P177897",0,0
"A_32_P177934",0,0
"A_32_P177937",0,0
"A_32_P177953",0,0
"A_32_P177955",0,0
"A_32_P178017",0,0
"A_32_P178045",0,0
"A_32_P178092",0,0
"A_32_P178099",0,0
"A_32_P178241",0,0
"A_32_P178339",0,0
"A_32_P178365",0,0
"A_32_P178499",0,0
"A_32_P178503",0,0
"A_32_P178513",0,0
"A_32_P178537",0,0
"A_32_P178635",0,0
"A_32_P178696",0,0
"A_32_P178724",-1,-1
"A_32_P178746",0,0
"A_32_P178758",0,0
"A_32_P178800",0,0
"A_32_P17882",0,0
"A_32_P178842",0,0
"A_32_P178855",0,0
"A_32_P178879",0,0
"A_32_P178935",0,0
"A_32_P178945",0,0
"A_32_P178966",0,0
"A_32_P179001",0,0
"A_32_P179005",0,0
"A_32_P179083",0,0
"A_32_P179089",0,0
"A_32_P179131",0,-1
"A_32_P179138",0,0
"A_32_P179148",0,0
"A_32_P17917",0,0
"A_32_P179177",0,0
"A_32_P179199",0,0
"A_32_P179205",0,0
"A_32_P179239",0,0
"A_32_P179258",0,0
"A_32_P179289",0,0
"A_32_P179295",0,0
"A_32_P179317",0,0
"A_32_P179351",0,0
"A_32_P179370",0,0
"A_32_P179396",0,0
"A_32_P179475",0,0
"A_32_P179523",0,0
"A_32_P179526",0,0
"A_32_P179548",0,0
"A_32_P179562",0,0
"A_32_P179572",0,0
"A_32_P179590",0,0
"A_32_P179615",0,0
"A_32_P179646",0,0
"A_32_P179676",0,0
"A_32_P179686",0,0
"A_32_P179706",0,0
"A_32_P179740",0,0
"A_32_P179746",0,0
"A_32_P179771",0,0
"A_32_P179807",0,0
"A_32_P179837",0,0
"A_32_P17984",0,0
"A_32_P179854",0,0
"A_32_P179859",0,0
"A_32_P179910",0,0
"A_32_P179964",0,0
"A_32_P179998",0,0
"A_32_P180078",0,0
"A_32_P180101",0,0
"A_32_P180102",0,0
"A_32_P180111",0,0
"A_32_P18012",0,0
"A_32_P180185",0,0
"A_32_P180199",0,0
"A_32_P180210",0,0
"A_32_P180265",0,0
"A_32_P180315",0,0
"A_32_P180336",0,0
"A_32_P18034",0,0
"A_32_P180385",0,0
"A_32_P180395",0,0
"A_32_P180435",0,0
"A_32_P180524",0,0
"A_32_P180538",0,0
"A_32_P180603",0,0
"A_32_P180610",0,0
"A_32_P180668",0,0
"A_32_P18072",0,0
"A_32_P18073",0,0
"A_32_P180741",0,0
"A_32_P180825",0,0
"A_32_P180887",0,0
"A_32_P180920",0,0
"A_32_P180958",0,0
"A_32_P180971",0,0
"A_32_P181008",0,0
"A_32_P181020",0,0
"A_32_P181061",0,0
"A_32_P181077",0,0
"A_32_P181103",0,0
"A_32_P181107",0,0
"A_32_P181131",0,0
"A_32_P181166",0,0
"A_32_P181183",0,0
"A_32_P181222",0,0
"A_32_P181271",0,0
"A_32_P181297",0,0
"A_32_P181339",0,0
"A_32_P181443",0,0
"A_32_P181452",0,0
"A_32_P18147",0,0
"A_32_P181513",0,0
"A_32_P181527",0,0
"A_32_P181548",0,0
"A_32_P181564",0,0
"A_32_P18159",0,0
"A_32_P181593",0,0
"A_32_P181603",0,0
"A_32_P181621",0,0
"A_32_P181638",0,0
"A_32_P181722",0,0
"A_32_P181725",0,0
"A_32_P181822",0,0
"A_32_P181826",0,0
"A_32_P181891",0,0
"A_32_P181897",0,0
"A_32_P181937",0,0
"A_32_P182045",0,0
"A_32_P182055",0,0
"A_32_P182070",0,0
"A_32_P182130",0,0
"A_32_P182135",0,0
"A_32_P182156",0,0
"A_32_P182186",0,0
"A_32_P182246",0,0
"A_32_P182299",0,0
"A_32_P182388",0,0
"A_32_P182394",0,0
"A_32_P182395",0,0
"A_32_P182439",0,0
"A_32_P182458",-1,0
"A_32_P182473",0,0
"A_32_P18250",0,0
"A_32_P182502",0,0
"A_32_P18251",0,0
"A_32_P182511",0,0
"A_32_P18258",0,0
"A_32_P182609",0,0
"A_32_P182662",0,0
"A_32_P182683",0,0
"A_32_P182760",0,0
"A_32_P182812",0,0
"A_32_P182882",0,0
"A_32_P182941",0,0
"A_32_P182968",0,0
"A_32_P182991",0,0
"A_32_P18300",0,0
"A_32_P183001",0,0
"A_32_P183022",0,0
"A_32_P183047",0,0
"A_32_P183218",0,0
"A_32_P183301",0,0
"A_32_P183356",0,0
"A_32_P183367",0,0
"A_32_P183442",0,0
"A_32_P183451",0,0
"A_32_P183495",0,0
"A_32_P183519",0,0
"A_32_P18357",0,0
"A_32_P183598",0,0
"A_32_P183609",0,0
"A_32_P183652",0,0
"A_32_P183656",0,0
"A_32_P183718",0,0
"A_32_P183765",0,0
"A_32_P1838",0,0
"A_32_P183904",0,0
"A_32_P183918",0,0
"A_32_P183970",0,0
"A_32_P183983",0,0
"A_32_P183987",0,0
"A_32_P184003",0,0
"A_32_P184039",-1,-1
"A_32_P184092",0,0
"A_32_P1841",0,0
"A_32_P184168",0,0
"A_32_P184220",0,0
"A_32_P184260",0,0
"A_32_P184268",0,0
"A_32_P184279",0,0
"A_32_P184304",0,0
"A_32_P184330",-1,0
"A_32_P184367",0,0
"A_32_P184394",1,0
"A_32_P18440",0,0
"A_32_P184417",0,0
"A_32_P184448",0,0
"A_32_P184464",0,0
"A_32_P18448",0,0
"A_32_P184488",0,0
"A_32_P184509",0,0
"A_32_P184518",1,0
"A_32_P184532",0,0
"A_32_P184558",0,0
"A_32_P184636",0,0
"A_32_P184667",0,0
"A_32_P18470",0,0
"A_32_P184727",0,0
"A_32_P184746",-1,0
"A_32_P18475",0,0
"A_32_P184796",0,0
"A_32_P184888",0,0
"A_32_P184916",0,0
"A_32_P18493",0,0
"A_32_P184933",0,0
"A_32_P184937",0,0
"A_32_P185029",0,0
"A_32_P185089",0,0
"A_32_P185140",0,0
"A_32_P185149",0,0
"A_32_P185229",0,0
"A_32_P18523",0,0
"A_32_P185259",0,1
"A_32_P185317",0,0
"A_32_P185361",0,0
"A_32_P185393",0,0
"A_32_P185398",0,0
"A_32_P18547",0,0
"A_32_P185481",0,0
"A_32_P185507",0,0
"A_32_P185530",0,0
"A_32_P185628",0,0
"A_32_P185637",0,0
"A_32_P185682",0,0
"A_32_P185701",0,0
"A_32_P185718",0,0
"A_32_P185741",0,0
"A_32_P185766",0,0
"A_32_P185839",0,0
"A_32_P185881",0,0
"A_32_P185943",0,0
"A_32_P186018",0,0
"A_32_P186027",0,0
"A_32_P186038",0,0
"A_32_P186121",0,0
"A_32_P186138",0,0
"A_32_P186157",0,0
"A_32_P18617",0,0
"A_32_P186185",0,0
"A_32_P186226",0,0
"A_32_P18630",0,0
"A_32_P186348",0,0
"A_32_P186364",0,0
"A_32_P186382",0,0
"A_32_P186450",0,0
"A_32_P186474",0,0
"A_32_P186678",0,0
"A_32_P18668",0,0
"A_32_P186710",0,0
"A_32_P186725",0,0
"A_32_P186731",0,0
"A_32_P186741",0,0
"A_32_P186821",0,0
"A_32_P186832",0,0
"A_32_P186865",0,0
"A_32_P186889",0,0
"A_32_P1869",0,0
"A_32_P186914",0,0
"A_32_P186921",0,0
"A_32_P186981",0,0
"A_32_P187009",0,0
"A_32_P187050",0,0
"A_32_P187126",0,0
"A_32_P187143",0,0
"A_32_P187160",0,0
"A_32_P187176",0,0
"A_32_P18723",0,0
"A_32_P187234",0,0
"A_32_P187245",0,0
"A_32_P187277",0,0
"A_32_P187304",-1,-1
"A_32_P187320",0,0
"A_32_P187327",0,0
"A_32_P187349",0,0
"A_32_P187388",0,0
"A_32_P187458",0,0
"A_32_P187504",0,0
"A_32_P187518",0,0
"A_32_P187571",0,0
"A_32_P187599",0,0
"A_32_P187617",0,0
"A_32_P187651",0,0
"A_32_P187663",0,0
"A_32_P187704",0,0
"A_32_P187715",0,0
"A_32_P187817",0,0
"A_32_P187827",0,0
"A_32_P187851",0,0
"A_32_P187875",0,0
"A_32_P187919",0,0
"A_32_P187949",0,0
"A_32_P187951",0,0
"A_32_P187975",0,0
"A_32_P187985",0,0
"A_32_P188",0,0
"A_32_P188065",0,0
"A_32_P188093",0,0
"A_32_P188127",0,0
"A_32_P188135",0,0
"A_32_P188143",0,0
"A_32_P188178",0,0
"A_32_P188186",0,0
"A_32_P188193",0,0
"A_32_P18822",0,0
"A_32_P188226",0,0
"A_32_P18824",0,0
"A_32_P188263",0,0
"A_32_P18838",0,0
"A_32_P188388",0,0
"A_32_P188404",0,0
"A_32_P188620",0,0
"A_32_P188674",0,0
"A_32_P188694",0,0
"A_32_P188752",0,0
"A_32_P188825",0,0
"A_32_P188841",0,0
"A_32_P188850",0,0
"A_32_P188860",0,0
"A_32_P188888",0,0
"A_32_P188921",0,0
"A_32_P188953",0,0
"A_32_P188993",0,0
"A_32_P189034",0,0
"A_32_P189093",0,0
"A_32_P189204",0,0
"A_32_P189211",0,0
"A_32_P18931",0,0
"A_32_P189324",0,0
"A_32_P189385",0,0
"A_32_P189413",0,0
"A_32_P189453",0,0
"A_32_P189523",0,0
"A_32_P189552",0,0
"A_32_P189566",0,0
"A_32_P189592",0,0
"A_32_P189637",0,0
"A_32_P189662",0,0
"A_32_P18968",0,0
"A_32_P189680",0,0
"A_32_P189781",0,0
"A_32_P189790",0,0
"A_32_P189803",0,0
"A_32_P189845",0,0
"A_32_P189952",0,0
"A_32_P189974",0,0
"A_32_P19000",0,0
"A_32_P190036",0,0
"A_32_P190049",0,0
"A_32_P190097",0,0
"A_32_P190151",0,0
"A_32_P190181",0,0
"A_32_P19019",0,0
"A_32_P190211",0,0
"A_32_P190222",0,0
"A_32_P190294",0,-1
"A_32_P190303",0,0
"A_32_P190316",0,0
"A_32_P190334",0,0
"A_32_P190343",0,0
"A_32_P190367",0,0
"A_32_P190404",0,0
"A_32_P190416",1,0
"A_32_P190461",0,0
"A_32_P190488",1,0
"A_32_P190568",0,0
"A_32_P190571",0,0
"A_32_P190600",0,0
"A_32_P190613",0,0
"A_32_P190648",0,0
"A_32_P190682",0,0
"A_32_P190737",0,0
"A_32_P190769",0,0
"A_32_P190802",0,0
"A_32_P190864",0,0
"A_32_P190944",0,0
"A_32_P190951",0,0
"A_32_P190959",0,0
"A_32_P191004",0,0
"A_32_P19101",0,0
"A_32_P191066",0,0
"A_32_P191074",0,0
"A_32_P191084",0,0
"A_32_P191120",0,0
"A_32_P191141",0,0
"A_32_P191200",0,0
"A_32_P191262",0,0
"A_32_P191285",0,0
"A_32_P191290",0,0
"A_32_P19135",0,0
"A_32_P191354",0,0
"A_32_P191373",0,0
"A_32_P191417",0,0
"A_32_P191441",0,0
"A_32_P191503",0,0
"A_32_P191527",0,0
"A_32_P191541",0,0
"A_32_P191551",0,0
"A_32_P191648",0,0
"A_32_P191665",0,0
"A_32_P191696",1,0
"A_32_P191717",0,0
"A_32_P191735",0,0
"A_32_P191746",0,0
"A_32_P191786",0,0
"A_32_P191840",0,0
"A_32_P191859",0,0
"A_32_P191860",0,0
"A_32_P191895",0,0
"A_32_P19193",-1,-1
"A_32_P191941",0,0
"A_32_P192033",0,0
"A_32_P192044",0,0
"A_32_P192293",-1,-1
"A_32_P192314",0,0
"A_32_P192354",0,0
"A_32_P192376",0,0
"A_32_P192389",0,0
"A_32_P192430",0,0
"A_32_P192474",0,0
"A_32_P192480",0,0
"A_32_P192545",0,0
"A_32_P192586",0,0
"A_32_P192594",0,0
"A_32_P192615",0,0
"A_32_P19262",0,0
"A_32_P192667",0,0
"A_32_P192692",0,0
"A_32_P192745",0,0
"A_32_P192765",0,0
"A_32_P192804",0,0
"A_32_P192823",0,0
"A_32_P192834",0,0
"A_32_P192842",0,0
"A_32_P192853",0,0
"A_32_P192865",0,0
"A_32_P192881",0,0
"A_32_P192922",0,0
"A_32_P19294",0,0
"A_32_P192970",0,0
"A_32_P192984",0,0
"A_32_P193079",0,0
"A_32_P193080",0,0
"A_32_P193091",0,0
"A_32_P19311",0,0
"A_32_P193136",0,0
"A_32_P193166",0,0
"A_32_P193194",0,0
"A_32_P193218",0,0
"A_32_P193240",0,0
"A_32_P193262",0,0
"A_32_P193288",0,0
"A_32_P193322",0,0
"A_32_P193347",0,0
"A_32_P193378",0,0
"A_32_P193583",0,0
"A_32_P193646",0,0
"A_32_P19365",0,0
"A_32_P193695",0,0
"A_32_P193722",0,0
"A_32_P193770",0,0
"A_32_P193771",0,0
"A_32_P193792",0,0
"A_32_P19382",0,-1
"A_32_P193822",0,0
"A_32_P193908",0,0
"A_32_P193939",0,0
"A_32_P193952",0,0
"A_32_P194004",0,0
"A_32_P194025",0,0
"A_32_P194032",0,0
"A_32_P194062",0,0
"A_32_P194072",0,0
"A_32_P194095",0,0
"A_32_P194102",0,0
"A_32_P194115",0,0
"A_32_P194164",0,0
"A_32_P194171",0,0
"A_32_P194182",0,0
"A_32_P194246",0,0
"A_32_P194264",0,0
"A_32_P19431",0,0
"A_32_P194312",0,0
"A_32_P194372",-1,0
"A_32_P194383",0,0
"A_32_P194423",0,0
"A_32_P194563",0,0
"A_32_P19460",0,0
"A_32_P19466",0,0
"A_32_P194704",0,0
"A_32_P194740",0,0
"A_32_P194742",0,0
"A_32_P194779",0,0
"A_32_P1948",0,0
"A_32_P194821",1,0
"A_32_P194848",0,0
"A_32_P194853",0,0
"A_32_P194874",0,0
"A_32_P194887",0,0
"A_32_P194891",0,0
"A_32_P194915",0,0
"A_32_P194962",0,0
"A_32_P194974",0,0
"A_32_P195055",0,0
"A_32_P195065",0,0
"A_32_P195137",0,0
"A_32_P195181",0,0
"A_32_P19519",0,0
"A_32_P195225",0,0
"A_32_P195255",0,0
"A_32_P195291",0,0
"A_32_P195346",0,0
"A_32_P195387",0,0
"A_32_P19539",0,0
"A_32_P195401",0,0
"A_32_P195456",0,0
"A_32_P195461",0,0
"A_32_P195478",0,0
"A_32_P195501",0,0
"A_32_P195515",0,0
"A_32_P195582",0,0
"A_32_P19561",0,0
"A_32_P195647",0,0
"A_32_P195719",0,0
"A_32_P195756",0,0
"A_32_P195785",0,0
"A_32_P195788",0,0
"A_32_P195793",0,0
"A_32_P195850",0,0
"A_32_P195853",0,0
"A_32_P195902",0,0
"A_32_P195924",0,0
"A_32_P196021",0,0
"A_32_P196029",0,0
"A_32_P196036",0,0
"A_32_P196047",0,0
"A_32_P196072",0,0
"A_32_P19608",0,0
"A_32_P196115",0,0
"A_32_P196142",0,0
"A_32_P19616",0,0
"A_32_P196193",0,0
"A_32_P196233",0,0
"A_32_P196247",0,0
"A_32_P196263",0,0
"A_32_P196287",-1,0
"A_32_P196380",0,0
"A_32_P196411",0,0
"A_32_P196438",0,0
"A_32_P196483",1,0
"A_32_P196520",0,0
"A_32_P196615",0,0
"A_32_P196669",0,0
"A_32_P196694",0,0
"A_32_P196837",0,0
"A_32_P196843",0,0
"A_32_P196854",0,0
"A_32_P196896",0,0
"A_32_P196918",0,0
"A_32_P197016",0,0
"A_32_P197026",0,0
"A_32_P197053",0,0
"A_32_P197060",0,0
"A_32_P197109",0,0
"A_32_P197156",0,0
"A_32_P19716",0,0
"A_32_P197173",0,0
"A_32_P19724",0,0
"A_32_P197333",0,0
"A_32_P197340",0,0
"A_32_P197367",0,0
"A_32_P197393",0,0
"A_32_P197432",0,0
"A_32_P197476",0,0
"A_32_P197489",0,0
"A_32_P197511",0,0
"A_32_P19752",0,0
"A_32_P197524",0,0
"A_32_P197561",0,0
"A_32_P197585",0,0
"A_32_P197611",0,0
"A_32_P197620",0,0
"A_32_P197621",0,0
"A_32_P197698",0,0
"A_32_P197720",0,0
"A_32_P197744",0,0
"A_32_P197825",0,0
"A_32_P197870",0,0
"A_32_P197899",0,0
"A_32_P197942",0,0
"A_32_P19797",0,0
"A_32_P197976",0,0
"A_32_P198005",0,0
"A_32_P198029",1,0
"A_32_P19806",0,0
"A_32_P198071",0,0
"A_32_P198177",0,0
"A_32_P198179",0,0
"A_32_P198223",0,0
"A_32_P198282",0,0
"A_32_P198295",0,0
"A_32_P198303",0,0
"A_32_P198325",0,0
"A_32_P198330",0,0
"A_32_P198371",0,0
"A_32_P198399",0,0
"A_32_P19840",0,0
"A_32_P198412",0,0
"A_32_P198445",0,0
"A_32_P198497",0,0
"A_32_P198518",0,0
"A_32_P198523",0,0
"A_32_P198552",0,0
"A_32_P198584",0,0
"A_32_P198601",0,0
"A_32_P198620",0,0
"A_32_P198647",0,0
"A_32_P198706",0,0
"A_32_P198731",0,0
"A_32_P198791",0,0
"A_32_P198807",0,0
"A_32_P198810",0,0
"A_32_P198845",-1,0
"A_32_P198868",0,0
"A_32_P19887",0,0
"A_32_P198923",0,0
"A_32_P19893",0,0
"A_32_P198978",0,0
"A_32_P198990",0,0
"A_32_P199002",0,0
"A_32_P199040",0,0
"A_32_P199049",1,0
"A_32_P199083",0,0
"A_32_P199126",0,0
"A_32_P199129",0,0
"A_32_P19917",0,0
"A_32_P199217",0,0
"A_32_P199220",0,0
"A_32_P199244",0,0
"A_32_P199252",0,0
"A_32_P199263",0,0
"A_32_P199292",0,0
"A_32_P199301",0,0
"A_32_P199321",0,0
"A_32_P199370",0,0
"A_32_P199420",0,0
"A_32_P199429",0,0
"A_32_P199462",0,0
"A_32_P199506",0,0
"A_32_P19952",0,0
"A_32_P199529",0,0
"A_32_P199551",0,0
"A_32_P199573",0,0
"A_32_P199607",0,0
"A_32_P19966",0,0
"A_32_P199664",0,0
"A_32_P199725",0,0
"A_32_P199736",0,0
"A_32_P199767",0,0
"A_32_P199796",0,0
"A_32_P199801",0,0
"A_32_P199824",0,0
"A_32_P199884",0,0
"A_32_P199901",0,0
"A_32_P199923",0,0
"A_32_P199952",0,0
"A_32_P199998",0,0
"A_32_P200025",0,0
"A_32_P200076",0,0
"A_32_P200092",0,0
"A_32_P200120",0,0
"A_32_P20014",0,0
"A_32_P200144",0,0
"A_32_P200153",0,0
"A_32_P200165",0,0
"A_32_P20020",0,0
"A_32_P200237",0,0
"A_32_P200238",0,0
"A_32_P200279",0,0
"A_32_P200303",0,0
"A_32_P200308",0,0
"A_32_P200357",0,0
"A_32_P20040",0,0
"A_32_P200429",0,0
"A_32_P200490",0,0
"A_32_P200537",0,0
"A_32_P200586",1,0
"A_32_P200595",0,0
"A_32_P200600",0,0
"A_32_P200608",0,0
"A_32_P200669",0,0
"A_32_P200697",0,0
"A_32_P200724",0,0
"A_32_P200773",0,0
"A_32_P200787",0,0
"A_32_P200820",0,0
"A_32_P200833",0,0
"A_32_P200901",0,0
"A_32_P200934",0,0
"A_32_P200947",0,0
"A_32_P200970",0,0
"A_32_P201020",0,0
"A_32_P201041",0,0
"A_32_P201075",0,0
"A_32_P201107",0,0
"A_32_P201118",0,0
"A_32_P201150",0,0
"A_32_P20120",0,0
"A_32_P201212",0,0
"A_32_P201261",0,0
"A_32_P201279",0,0
"A_32_P201292",0,0
"A_32_P201329",0,0
"A_32_P201378",0,0
"A_32_P201390",0,0
"A_32_P20141",0,0
"A_32_P201417",0,0
"A_32_P201434",0,0
"A_32_P201496",0,0
